id_leitura,id_unidade,id_usina,data_hora,geracao_mwh,consumo_combustivel,disponibilidade,temperatura_c
2534,23,4,2025-06-02 07:00:00,6.042,1.079,0.9741,41.9
2535,24,4,2025-06-02 07:00:00,5.759,1.105,0.9949,43.7
2536,25,4,2025-06-02 07:00:00,5.303,1.022,0.9988,81.5
2537,26,4,2025-06-02 07:00:00,5.018,1.015,0.979,93.7
2538,27,4,2025-06-02 07:00:00,5.303,0.946,0.9023,80.5
2539,28,4,2025-06-02 07:00:00,5.699,1.026,0.9176,43.5
2540,29,5,2025-06-02 07:00:00,74.454,12.901,0.9874,62.1
2541,30,5,2025-06-02 07:00:00,78.242,13.971,0.9893,46.0
2542,31,5,2025-06-02 07:00:00,68.736,14.146,0.9429,92.8
2543,32,5,2025-06-02 07:00:00,75.052,13.355,0.9942,63.9
2544,33,6,2025-06-02 07:00:00,29.729,5.986,0.9966,61.2
2545,34,6,2025-06-02 07:00:00,33.313,6.423,0.9823,68.7
2546,35,6,2025-06-02 07:00:00,33.134,5.896,0.9723,69.7
2547,36,6,2025-06-02 07:00:00,26.014,5.113,0.9824,79.1
2548,37,7,2025-06-02 07:00:00,166.106,71.645,0.9014,88.8
2549,38,7,2025-06-02 07:00:00,171.384,71.118,0.9316,82.5
2550,39,8,2025-06-02 07:00:00,321.917,128.251,0.9722,94.3
2551,40,9,2025-06-02 07:00:00,56.041,11.449,0.9634,73.3
2552,41,9,2025-06-02 07:00:00,50.257,8.617,0.9746,46.3
2553,42,9,2025-06-02 07:00:00,52.128,10.476,0.9601,48.0
2554,43,10,2025-06-02 07:00:00,19.842,0.0,0.9191,48.8
2555,44,10,2025-06-02 07:00:00,24.103,0.0,0.937,37.7
2556,45,10,2025-06-02 07:00:00,20.369,0.0,0.9307,53.7
2557,46,10,2025-06-02 07:00:00,19.356,0.0,0.9499,60.0
2558,47,10,2025-06-02 07:00:00,21.01,0.0,0.9352,54.0
2559,48,10,2025-06-02 07:00:00,21.077,0.0,0.9974,36.8
2560,49,10,2025-06-02 07:00:00,23.939,0.0,0.9459,38.1
2561,50,10,2025-06-02 07:00:00,21.803,0.0,0.9163,40.3
2562,51,10,2025-06-02 07:00:00,20.272,0.0,0.966,48.8
2563,52,10,2025-06-02 07:00:00,22.268,0.0,0.9702,57.8
2564,53,11,2025-06-02 07:00:00,15.607,0.0,0.9099,28.1
2565,54,11,2025-06-02 07:00:00,15.35,0.0,0.909,25.6
2566,55,11,2025-06-02 07:00:00,15.707,0.0,0.9104,51.2
2567,56,11,2025-06-02 07:00:00,14.551,0.0,0.9545,47.2
2568,57,11,2025-06-02 07:00:00,14.1,0.0,0.9806,48.4
2569,58,11,2025-06-02 07:00:00,15.405,0.0,0.9212,52.2
2570,59,12,2025-06-02 07:00:00,55.52,9.693,0.9856,92.0
2571,60,12,2025-06-02 07:00:00,51.971,10.485,0.9464,89.5
2572,61,12,2025-06-02 07:00:00,57.167,11.513,0.9396,91.4
2573,62,12,2025-06-02 07:00:00,59.592,11.341,0.9268,74.5
2574,63,12,2025-06-02 07:00:00,51.208,10.554,0.9909,75.4
2575,64,13,2025-06-02 07:00:00,68.92,14.222,0.9033,36.6
2576,65,13,2025-06-02 07:00:00,89.791,18.284,0.9519,79.5
2577,66,13,2025-06-02 07:00:00,77.236,13.657,0.9572,60.8
2578,67,14,2025-06-02 07:00:00,6.446,0.0,0.9391,46.6
2579,68,14,2025-06-02 07:00:00,6.171,0.0,0.9052,57.6
2580,69,14,2025-06-02 07:00:00,6.232,0.0,0.9939,38.7
2581,70,14,2025-06-02 07:00:00,6.737,0.0,0.9403,36.1
2582,71,14,2025-06-02 07:00:00,5.775,0.0,0.9231,49.9
2583,72,14,2025-06-02 07:00:00,5.72,0.0,0.9118,45.2
2584,73,14,2025-06-02 07:00:00,6.169,0.0,0.9762,57.1
2585,74,15,2025-06-02 07:00:00,9.816,1.731,0.9322,40.6
2586,75,15,2025-06-02 07:00:00,7.493,1.277,0.977,44.2
2587,76,15,2025-06-02 07:00:00,9.189,1.762,0.9972,69.3
2588,77,15,2025-06-02 07:00:00,7.492,1.494,0.9983,73.1
2589,78,15,2025-06-02 07:00:00,9.645,1.712,0.9653,48.3
2590,79,15,2025-06-02 07:00:00,7.975,1.624,0.9726,83.4
2591,80,15,2025-06-02 07:00:00,8.502,1.534,0.9052,40.0
2592,81,15,2025-06-02 07:00:00,7.831,1.339,0.9985,87.0
2593,1,1,2025-06-02 08:00:00,61.608,12.758,0.9123,43.5
2594,2,1,2025-06-02 08:00:00,65.05,11.528,0.9077,85.7
2595,3,1,2025-06-02 08:00:00,79.879,14.244,0.9101,82.7
2596,4,1,2025-06-02 08:00:00,68.508,12.98,0.9626,47.6
2597,5,1,2025-06-02 08:00:00,68.649,14.113,0.9634,62.1
2598,6,1,2025-06-02 08:00:00,62.751,11.418,0.9904,74.6
2599,7,1,2025-06-02 08:00:00,73.464,15.001,0.9117,55.6
2600,8,1,2025-06-02 08:00:00,66.983,14.053,0.96,35.3
2601,9,2,2025-06-02 08:00:00,54.573,9.833,0.9122,71.4
2602,10,2,2025-06-02 08:00:00,54.822,10.456,0.9761,48.0
2603,11,2,2025-06-02 08:00:00,51.824,10.673,0.9029,43.3
2604,12,2,2025-06-02 08:00:00,46.892,9.269,0.9127,51.4
2605,13,2,2025-06-02 08:00:00,48.921,8.497,0.9708,74.1
2606,14,2,2025-06-02 08:00:00,53.614,10.849,0.9436,91.8
2607,15,2,2025-06-02 08:00:00,61.592,11.087,0.9198,85.8
2608,16,2,2025-06-02 08:00:00,58.001,12.092,0.9103,82.6
2609,17,3,2025-06-02 08:00:00,38.21,6.749,0.9206,78.3
2610,18,3,2025-06-02 08:00:00,36.358,6.83,0.9596,51.3
2611,19,3,2025-06-02 08:00:00,34.98,6.097,0.9383,47.0
2612,20,3,2025-06-02 08:00:00,35.39,7.287,0.9819,62.0
2613,21,4,2025-06-02 08:00:00,6.581,1.371,0.9253,59.6
2614,22,4,2025-06-02 08:00:00,6.041,1.239,0.995,66.8
2615,23,4,2025-06-02 08:00:00,5.653,0.987,0.9809,60.8
2616,24,4,2025-06-02 08:00:00,5.251,0.944,0.9215,57.3
2617,25,4,2025-06-02 08:00:00,5.174,0.945,0.901,76.3
2618,26,4,2025-06-02 08:00:00,6.255,1.117,0.9567,54.3
2619,27,4,2025-06-02 08:00:00,5.34,0.922,0.9284,47.7
2620,28,4,2025-06-02 08:00:00,5.311,1.022,0.9716,91.8
2621,29,5,2025-06-02 08:00:00,88.312,17.385,0.9574,73.8
2622,30,5,2025-06-02 08:00:00,85.058,15.941,0.9813,46.9
2623,31,5,2025-06-02 08:00:00,68.63,13.023,0.9047,51.5
2624,32,5,2025-06-02 08:00:00,70.438,13.25,0.9601,70.5
2625,33,6,2025-06-02 08:00:00,26.887,4.594,0.9018,82.0
2626,34,6,2025-06-02 08:00:00,30.112,5.125,0.9462,42.9
2627,35,6,2025-06-02 08:00:00,33.829,5.801,0.9533,66.7
2628,36,6,2025-06-02 08:00:00,27.847,4.752,0.947,84.8
2629,37,7,2025-06-02 08:00:00,146.173,58.626,0.9317,55.7
2630,38,7,2025-06-02 08:00:00,129.877,56.396,0.9494,37.8
2631,39,8,2025-06-02 08:00:00,284.912,127.891,0.9493,73.5
2632,40,9,2025-06-02 08:00:00,55.52,11.311,0.9938,41.2
2633,41,9,2025-06-02 08:00:00,44.64,9.063,0.9139,94.6
2634,42,9,2025-06-02 08:00:00,54.742,10.892,0.9226,40.3
2635,43,10,2025-06-02 08:00:00,34.174,0.0,0.9812,53.6
2636,44,10,2025-06-02 08:00:00,32.574,0.0,0.9005,49.1
2637,45,10,2025-06-02 08:00:00,28.414,0.0,0.9883,26.5
2638,46,10,2025-06-02 08:00:00,28.376,0.0,0.9304,34.2
2639,47,10,2025-06-02 08:00:00,33.864,0.0,0.9792,38.3
2640,48,10,2025-06-02 08:00:00,33.956,0.0,0.9925,45.4
2641,49,10,2025-06-02 08:00:00,28.993,0.0,0.9319,30.2
2642,50,10,2025-06-02 08:00:00,32.974,0.0,0.985,56.3
2643,51,10,2025-06-02 08:00:00,33.426,0.0,0.9668,43.3
2644,52,10,2025-06-02 08:00:00,30.027,0.0,0.9478,42.2
2645,53,11,2025-06-02 08:00:00,19.898,0.0,0.9773,41.9
2646,54,11,2025-06-02 08:00:00,18.837,0.0,0.9766,49.9
2647,55,11,2025-06-02 08:00:00,20.305,0.0,0.9836,33.5
2648,56,11,2025-06-02 08:00:00,21.957,0.0,0.9856,49.3
2649,57,11,2025-06-02 08:00:00,18.744,0.0,0.9495,32.4
2650,58,11,2025-06-02 08:00:00,22.089,0.0,0.9468,38.5
2651,59,12,2025-06-02 08:00:00,54.391,9.987,0.9814,80.7
2652,60,12,2025-06-02 08:00:00,54.855,10.013,0.9944,77.5
2653,61,12,2025-06-02 08:00:00,57.351,11.695,0.9106,42.8
2654,62,12,2025-06-02 08:00:00,61.967,11.49,0.9452,72.2
2655,63,12,2025-06-02 08:00:00,49.365,9.182,0.9069,60.4
2656,64,13,2025-06-02 08:00:00,87.024,18.106,0.9577,41.1
2657,65,13,2025-06-02 08:00:00,81.044,14.125,0.911,36.0
2658,66,13,2025-06-02 08:00:00,81.041,14.642,0.9476,66.9
2659,67,14,2025-06-02 08:00:00,9.152,0.0,0.9118,44.3
2660,68,14,2025-06-02 08:00:00,9.159,0.0,0.9212,38.9
2661,69,14,2025-06-02 08:00:00,9.352,0.0,0.9334,40.4
2662,70,14,2025-06-02 08:00:00,9.197,0.0,0.9049,38.4
2663,71,14,2025-06-02 08:00:00,10.612,0.0,0.9194,31.6
2664,72,14,2025-06-02 08:00:00,8.708,0.0,0.9276,46.3
2665,73,14,2025-06-02 08:00:00,9.575,0.0,0.9109,26.7
2666,74,15,2025-06-02 08:00:00,8.132,1.419,0.9115,88.7
2667,75,15,2025-06-02 08:00:00,9.066,1.628,0.9532,51.5
2668,76,15,2025-06-02 08:00:00,9.946,1.969,0.9405,58.6
2669,77,15,2025-06-02 08:00:00,8.049,1.634,0.9692,64.7
2670,78,15,2025-06-02 08:00:00,7.909,1.409,0.9637,77.4
2671,79,15,2025-06-02 08:00:00,8.244,1.403,0.9185,89.5
2672,80,15,2025-06-02 08:00:00,9.201,1.836,0.9853,76.3
2673,81,15,2025-06-02 08:00:00,7.907,1.56,0.9167,54.9
2674,1,1,2025-06-02 09:00:00,69.453,14.48,0.9666,60.7
2675,2,1,2025-06-02 09:00:00,59.555,12.445,0.9881,45.2
2676,3,1,2025-06-02 09:00:00,76.405,13.019,0.9352,63.4
2677,4,1,2025-06-02 09:00:00,59.103,12.112,0.9473,37.7
2678,5,1,2025-06-02 09:00:00,59.476,11.729,0.9291,48.7
2679,6,1,2025-06-02 09:00:00,70.546,14.123,0.9775,41.0
2680,7,1,2025-06-02 09:00:00,77.399,14.197,0.9491,56.0
2681,8,1,2025-06-02 09:00:00,71.516,14.055,0.9254,62.5
2682,9,2,2025-06-02 09:00:00,59.935,10.911,0.9334,66.1
2683,10,2,2025-06-02 09:00:00,57.064,11.676,0.9844,64.1
2684,11,2,2025-06-02 09:00:00,50.16,9.569,0.964,43.9
2685,12,2,2025-06-02 09:00:00,52.62,9.409,0.9994,56.4
2686,13,2,2025-06-02 09:00:00,45.972,8.877,0.9696,60.8
2687,14,2,2025-06-02 09:00:00,49.045,8.513,0.9921,57.7
2688,15,2,2025-06-02 09:00:00,47.321,8.563,0.9627,67.7
2689,16,2,2025-06-02 09:00:00,61.418,12.867,0.9876,45.5
2690,17,3,2025-06-02 09:00:00,42.088,7.742,0.9331,70.3
2691,18,3,2025-06-02 09:00:00,42.507,7.696,0.9191,69.8
2692,19,3,2025-06-02 09:00:00,39.583,8.05,0.9123,82.7
2693,20,3,2025-06-02 09:00:00,37.958,7.656,0.9347,41.6
2694,21,4,2025-06-02 09:00:00,4.916,1.018,0.9147,75.9
2695,22,4,2025-06-02 09:00:00,5.889,1.069,0.9558,44.8
2696,23,4,2025-06-02 09:00:00,5.82,1.004,0.9295,62.2
2697,24,4,2025-06-02 09:00:00,5.311,1.078,0.9123,64.3
2698,25,4,2025-06-02 09:00:00,4.91,0.904,0.9834,38.0
2699,26,4,2025-06-02 09:00:00,5.16,1.059,0.9785,65.1
2700,27,4,2025-06-02 09:00:00,6.712,1.292,0.9954,77.8
2701,28,4,2025-06-02 09:00:00,5.17,1.03,0.9432,90.1
2702,29,5,2025-06-02 09:00:00,74.893,12.828,0.9933,49.9
2703,30,5,2025-06-02 09:00:00,84.963,15.756,0.9399,89.2
2704,31,5,2025-06-02 09:00:00,90.536,18.724,0.9597,45.4
2705,32,5,2025-06-02 09:00:00,78.66,16.128,0.9804,43.4
2706,33,6,2025-06-02 09:00:00,31.936,5.749,0.9416,47.0
2707,34,6,2025-06-02 09:00:00,27.539,5.009,0.9927,62.7
2708,35,6,2025-06-02 09:00:00,26.383,5.311,0.9834,40.8
2709,36,6,2025-06-02 09:00:00,29.645,5.863,0.9504,76.1
2710,37,7,2025-06-02 09:00:00,143.377,58.038,0.9467,92.7
2711,38,7,2025-06-02 09:00:00,148.418,65.88,0.9026,81.0
2712,39,8,2025-06-02 09:00:00,264.215,103.002,0.9907,82.2
2713,40,9,2025-06-02 09:00:00,50.288,9.299,0.9621,89.0
2714,41,9,2025-06-02 09:00:00,55.002,9.468,0.9845,42.6
2715,42,9,2025-06-02 09:00:00,51.71,9.748,0.9763,66.1
2716,43,10,2025-06-02 09:00:00,46.881,0.0,0.9085,34.5
2717,44,10,2025-06-02 09:00:00,48.562,0.0,0.9107,45.8
2718,45,10,2025-06-02 09:00:00,46.684,0.0,0.9565,49.2
2719,46,10,2025-06-02 09:00:00,47.169,0.0,0.9121,45.5
2720,47,10,2025-06-02 09:00:00,43.127,0.0,0.9717,49.6
2721,48,10,2025-06-02 09:00:00,43.189,0.0,0.9562,58.9
2722,49,10,2025-06-02 09:00:00,38.845,0.0,0.9895,47.4
2723,50,10,2025-06-02 09:00:00,39.055,0.0,0.9628,50.2
2724,51,10,2025-06-02 09:00:00,47.994,0.0,0.9806,46.8
2725,52,10,2025-06-02 09:00:00,39.581,0.0,0.9067,30.4
2726,53,11,2025-06-02 09:00:00,31.02,0.0,0.952,33.7
2727,54,11,2025-06-02 09:00:00,25.205,0.0,0.9025,42.7
2728,55,11,2025-06-02 09:00:00,27.356,0.0,0.9926,35.5
2729,56,11,2025-06-02 09:00:00,28.052,0.0,0.9184,33.2
2730,57,11,2025-06-02 09:00:00,30.779,0.0,0.926,46.4
2731,58,11,2025-06-02 09:00:00,27.718,0.0,0.9658,29.3
2732,59,12,2025-06-02 09:00:00,48.362,8.263,0.9142,79.7
2733,60,12,2025-06-02 09:00:00,50.03,9.529,0.97,47.0
2734,61,12,2025-06-02 09:00:00,54.264,9.853,0.91,70.3
2735,62,12,2025-06-02 09:00:00,52.266,9.461,0.9386,83.0
2736,63,12,2025-06-02 09:00:00,53.973,10.932,0.9148,52.0
2737,64,13,2025-06-02 09:00:00,71.998,13.361,0.9581,37.0
2738,65,13,2025-06-02 09:00:00,86.073,16.895,0.9444,89.5
2739,66,13,2025-06-02 09:00:00,78.225,13.734,0.9882,62.5
2740,67,14,2025-06-02 09:00:00,11.045,0.0,0.9158,42.5
2741,68,14,2025-06-02 09:00:00,13.923,0.0,0.9211,56.6
2742,69,14,2025-06-02 09:00:00,12.788,0.0,0.9513,31.1
2743,70,14,2025-06-02 09:00:00,11.526,0.0,0.9656,44.7
2744,71,14,2025-06-02 09:00:00,12.566,0.0,0.9859,29.9
2745,72,14,2025-06-02 09:00:00,13.666,0.0,0.9658,57.3
2746,73,14,2025-06-02 09:00:00,11.245,0.0,0.9839,41.9
2747,74,15,2025-06-02 09:00:00,10.175,1.976,0.918,77.5
2748,75,15,2025-06-02 09:00:00,8.871,1.742,0.9259,76.9
2749,76,15,2025-06-02 09:00:00,9.105,1.759,0.9584,84.8
2750,77,15,2025-06-02 09:00:00,7.613,1.303,0.9733,48.9
2751,78,15,2025-06-02 09:00:00,9.324,1.771,0.9679,54.4
2752,79,15,2025-06-02 09:00:00,8.083,1.624,0.9917,82.7
2753,80,15,2025-06-02 09:00:00,7.722,1.585,0.9728,58.0
2754,81,15,2025-06-02 09:00:00,10.206,2.112,0.9062,50.0
2755,1,1,2025-06-02 10:00:00,59.933,11.986,0.9442,57.5
2756,2,1,2025-06-02 10:00:00,73.466,12.576,0.9174,41.5
2757,3,1,2025-06-02 10:00:00,69.323,12.154,0.9637,68.4
2758,4,1,2025-06-02 10:00:00,63.54,12.05,0.9679,48.5
2759,5,1,2025-06-02 10:00:00,75.992,14.238,0.9529,82.4
2760,6,1,2025-06-02 10:00:00,61.04,10.436,0.996,40.8
2761,7,1,2025-06-02 10:00:00,59.837,10.509,0.9005,81.5
2762,8,1,2025-06-02 10:00:00,72.03,14.736,0.9341,75.9
2763,9,2,2025-06-02 10:00:00,62.213,12.389,0.9528,46.4
2764,10,2,2025-06-02 10:00:00,49.066,9.965,0.9501,56.4
2765,11,2,2025-06-02 10:00:00,61.196,12.492,0.9802,61.3
2766,12,2,2025-06-02 10:00:00,56.39,11.558,0.9569,42.6
2767,13,2,2025-06-02 10:00:00,54.494,9.484,0.9499,38.1
2768,14,2,2025-06-02 10:00:00,54.902,9.383,0.9821,52.4
2769,15,2,2025-06-02 10:00:00,59.942,11.126,0.9358,87.3
2770,16,2,2025-06-02 10:00:00,48.196,8.749,0.9534,49.5
2771,17,3,2025-06-02 10:00:00,37.371,7.267,0.9312,72.1
2772,18,3,2025-06-02 10:00:00,37.709,7.756,0.9583,91.2
2773,19,3,2025-06-02 10:00:00,42.984,8.43,0.9032,60.3
2774,20,3,2025-06-02 10:00:00,33.559,6.897,0.9059,47.3
2775,21,4,2025-06-02 10:00:00,6.444,1.18,0.9757,89.7
2776,22,4,2025-06-02 10:00:00,5.018,0.952,0.9806,68.8
2777,23,4,2025-06-02 10:00:00,6.053,1.231,0.9807,55.8
2778,24,4,2025-06-02 10:00:00,5.034,0.94,0.9739,90.8
2779,25,4,2025-06-02 10:00:00,6.577,1.244,0.9129,78.4
2780,26,4,2025-06-02 10:00:00,5.097,0.968,0.9225,56.0
2781,27,4,2025-06-02 10:00:00,5.803,1.168,0.9876,48.7
2782,28,4,2025-06-02 10:00:00,6.66,1.139,0.9782,46.8
2783,29,5,2025-06-02 10:00:00,83.136,15.395,0.9684,36.1
2784,30,5,2025-06-02 10:00:00,79.864,14.814,0.9377,42.5
2785,31,5,2025-06-02 10:00:00,85.557,16.425,0.9116,42.1
2786,32,5,2025-06-02 10:00:00,83.331,17.178,0.9352,55.6
2787,33,6,2025-06-02 10:00:00,33.365,5.99,0.9092,35.6
2788,34,6,2025-06-02 10:00:00,28.566,5.716,0.9808,67.2
2789,35,6,2025-06-02 10:00:00,25.075,5.067,0.9873,50.0
2790,36,6,2025-06-02 10:00:00,25.181,4.338,0.9439,52.0
2791,37,7,2025-06-02 10:00:00,141.267,59.639,0.989,94.9
2792,38,7,2025-06-02 10:00:00,132.304,53.96,0.9658,74.4
2793,39,8,2025-06-02 10:00:00,263.027,117.227,0.9206,77.3
2794,40,9,2025-06-02 10:00:00,53.982,11.115,0.9859,61.6
2795,41,9,2025-06-02 10:00:00,45.888,8.474,0.9551,87.1
2796,42,9,2025-06-02 10:00:00,44.96,9.249,0.9319,67.5
2797,43,10,2025-06-02 10:00:00,48.099,0.0,0.9347,39.4
2798,44,10,2025-06-02 10:00:00,60.193,0.0,0.9486,27.7
2799,45,10,2025-06-02 10:00:00,59.643,0.0,0.9841,43.2
2800,46,10,2025-06-02 10:00:00,50.966,0.0,0.9553,29.3
2801,47,10,2025-06-02 10:00:00,56.968,0.0,0.9788,26.3
2802,48,10,2025-06-02 10:00:00,49.967,0.0,0.944,51.7
2803,49,10,2025-06-02 10:00:00,60.229,0.0,0.9021,54.3
2804,50,10,2025-06-02 10:00:00,50.47,0.0,0.9588,35.5
2805,51,10,2025-06-02 10:00:00,60.401,0.0,0.906,54.9
2806,52,10,2025-06-02 10:00:00,52.095,0.0,0.9019,38.4
2807,53,11,2025-06-02 10:00:00,34.694,0.0,0.9224,38.3
2808,54,11,2025-06-02 10:00:00,36.715,0.0,0.9532,48.1
2809,55,11,2025-06-02 10:00:00,30.829,0.0,0.9763,57.8
2810,56,11,2025-06-02 10:00:00,39.058,0.0,0.9754,36.8
2811,57,11,2025-06-02 10:00:00,38.291,0.0,0.9263,51.4
2812,58,11,2025-06-02 10:00:00,32.563,0.0,0.9027,50.4
2813,59,12,2025-06-02 10:00:00,56.755,11.614,0.9783,90.7
2814,60,12,2025-06-02 10:00:00,59.066,11.949,0.9553,92.1
2815,61,12,2025-06-02 10:00:00,62.246,11.297,0.9991,67.1
2816,62,12,2025-06-02 10:00:00,53.264,10.587,0.9769,50.6
2817,63,12,2025-06-02 10:00:00,62.737,11.838,0.9993,49.3
2818,64,13,2025-06-02 10:00:00,92.902,16.836,0.9683,51.5
2819,65,13,2025-06-02 10:00:00,95.319,19.145,0.9296,69.3
2820,66,13,2025-06-02 10:00:00,69.835,12.638,0.9269,50.0
2821,67,14,2025-06-02 10:00:00,16.525,0.0,0.9772,25.4
2822,68,14,2025-06-02 10:00:00,15.064,0.0,0.9661,54.3
2823,69,14,2025-06-02 10:00:00,17.347,0.0,0.9444,25.6
2824,70,14,2025-06-02 10:00:00,13.805,0.0,0.9037,37.6
2825,71,14,2025-06-02 10:00:00,16.46,0.0,0.9557,39.3
2826,72,14,2025-06-02 10:00:00,16.215,0.0,0.908,56.4
2827,73,14,2025-06-02 10:00:00,16.096,0.0,0.9953,40.4
2828,74,15,2025-06-02 10:00:00,8.158,1.644,0.926,64.7
2829,75,15,2025-06-02 10:00:00,8.071,1.428,0.9871,74.4
2830,76,15,2025-06-02 10:00:00,8.086,1.586,0.9184,65.4
2831,77,15,2025-06-02 10:00:00,8.68,1.586,0.9553,48.7
2832,78,15,2025-06-02 10:00:00,10.144,2.127,0.9975,36.0
2833,79,15,2025-06-02 10:00:00,9.838,2.007,0.954,37.7
2834,80,15,2025-06-02 10:00:00,8.092,1.411,0.9507,41.8
2835,81,15,2025-06-02 10:00:00,7.642,1.362,0.957,84.7
2836,1,1,2025-06-02 11:00:00,74.599,12.895,0.9426,52.0
2837,2,1,2025-06-02 11:00:00,59.643,11.587,0.936,93.5
2838,3,1,2025-06-02 11:00:00,79.53,14.712,0.9942,52.6
2839,4,1,2025-06-02 11:00:00,59.79,11.045,0.9291,44.0
2840,5,1,2025-06-02 11:00:00,72.553,12.642,0.9211,53.8
2841,6,1,2025-06-02 11:00:00,75.391,15.054,0.9783,77.8
2842,7,1,2025-06-02 11:00:00,80.499,14.905,0.9583,74.4
2843,8,1,2025-06-02 11:00:00,62.5,12.532,0.9649,92.3
2844,9,2,2025-06-02 11:00:00,62.228,13.049,0.9565,94.9
2845,10,2,2025-06-02 11:00:00,56.475,11.259,0.9539,42.3
2846,11,2,2025-06-02 11:00:00,60.824,12.282,0.9607,74.6
2847,12,2,2025-06-02 11:00:00,54.548,9.965,0.9195,69.5
2848,13,2,2025-06-02 11:00:00,61.395,11.244,0.9799,93.6
2849,14,2,2025-06-02 11:00:00,49.476,9.034,0.9972,76.6
2850,15,2,2025-06-02 11:00:00,53.228,11.088,0.941,39.8
2851,16,2,2025-06-02 11:00:00,55.251,9.562,0.9362,64.0
2852,17,3,2025-06-02 11:00:00,33.918,6.833,0.923,84.7
2853,18,3,2025-06-02 11:00:00,43.006,8.903,0.9245,89.6
2854,19,3,2025-06-02 11:00:00,39.249,7.718,0.9606,82.8
2855,20,3,2025-06-02 11:00:00,35.254,6.16,0.9409,65.3
2856,21,4,2025-06-02 11:00:00,5.18,0.983,0.9881,46.9
2857,22,4,2025-06-02 11:00:00,5.24,0.986,0.9167,60.1
2858,23,4,2025-06-02 11:00:00,6.347,1.26,0.947,41.1
2859,24,4,2025-06-02 11:00:00,6.543,1.331,0.9024,45.0
2860,25,4,2025-06-02 11:00:00,5.038,0.96,0.9529,58.3
2861,26,4,2025-06-02 11:00:00,5.698,0.998,0.9697,49.5
2862,27,4,2025-06-02 11:00:00,5.455,1.001,0.9825,55.2
2863,28,4,2025-06-02 11:00:00,6.051,1.055,0.9722,39.4
2864,29,5,2025-06-02 11:00:00,91.255,18.981,0.9911,72.8
2865,30,5,2025-06-02 11:00:00,86.579,16.227,0.9758,77.0
2866,31,5,2025-06-02 11:00:00,86.39,17.187,0.959,84.2
2867,32,5,2025-06-02 11:00:00,80.57,14.188,0.9008,70.6
2868,33,6,2025-06-02 11:00:00,31.045,5.841,0.932,45.6
2869,34,6,2025-06-02 11:00:00,31.507,5.708,0.9773,48.9
2870,35,6,2025-06-02 11:00:00,29.328,5.042,0.9518,66.5
2871,36,6,2025-06-02 11:00:00,29.47,6.104,0.9285,58.0
2872,37,7,2025-06-02 11:00:00,162.805,72.732,0.9042,91.7
2873,38,7,2025-06-02 11:00:00,168.884,72.818,0.9431,51.7
2874,39,8,2025-06-02 11:00:00,342.183,137.56,0.9347,44.9
2875,40,9,2025-06-02 11:00:00,45.652,8.649,0.9224,45.2
2876,41,9,2025-06-02 11:00:00,55.975,10.097,0.9606,41.4
2877,42,9,2025-06-02 11:00:00,44.762,8.108,0.9096,68.1
2878,43,10,2025-06-02 11:00:00,64.653,0.0,0.9169,45.9
2879,44,10,2025-06-02 11:00:00,56.61,0.0,0.9891,43.8
2880,45,10,2025-06-02 11:00:00,59.275,0.0,0.9488,53.8
2881,46,10,2025-06-02 11:00:00,62.267,0.0,0.9282,58.2
2882,47,10,2025-06-02 11:00:00,63.244,0.0,0.9445,29.4
2883,48,10,2025-06-02 11:00:00,63.713,0.0,0.9918,50.1
2884,49,10,2025-06-02 11:00:00,71.694,0.0,0.912,56.1
2885,50,10,2025-06-02 11:00:00,64.389,0.0,0.9087,29.8
2886,51,10,2025-06-02 11:00:00,60.704,0.0,0.9669,58.9
2887,52,10,2025-06-02 11:00:00,69.712,0.0,0.9744,32.8
2888,53,11,2025-06-02 11:00:00,37.478,0.0,0.9157,36.7
2889,54,11,2025-06-02 11:00:00,41.738,0.0,0.9736,48.5
2890,55,11,2025-06-02 11:00:00,37.475,0.0,0.9688,56.2
2891,56,11,2025-06-02 11:00:00,37.074,0.0,0.91,49.7
2892,57,11,2025-06-02 11:00:00,42.501,0.0,0.919,44.5
2893,58,11,2025-06-02 11:00:00,46.055,0.0,0.9626,58.2
2894,59,12,2025-06-02 11:00:00,56.857,10.225,0.9586,87.3
2895,60,12,2025-06-02 11:00:00,49.668,8.832,0.947,64.1
2896,61,12,2025-06-02 11:00:00,49.084,9.32,0.9132,73.1
2897,62,12,2025-06-02 11:00:00,47.346,9.027,0.9723,47.9
2898,63,12,2025-06-02 11:00:00,53.449,10.135,0.9611,77.6
2899,64,13,2025-06-02 11:00:00,69.84,13.795,0.9613,72.9
2900,65,13,2025-06-02 11:00:00,75.04,13.803,0.953,92.3
2901,66,13,2025-06-02 11:00:00,92.11,18.756,0.9875,75.1
2902,67,14,2025-06-02 11:00:00,19.005,0.0,0.963,45.9
2903,68,14,2025-06-02 11:00:00,19.275,0.0,0.9295,32.7
2904,69,14,2025-06-02 11:00:00,21.4,0.0,0.9897,51.7
2905,70,14,2025-06-02 11:00:00,18.647,0.0,0.9447,33.7
2906,71,14,2025-06-02 11:00:00,18.674,0.0,0.9176,58.5
2907,72,14,2025-06-02 11:00:00,19.868,0.0,0.9348,38.9
2908,73,14,2025-06-02 11:00:00,17.17,0.0,0.9882,54.4
2909,74,15,2025-06-02 11:00:00,9.893,1.92,0.9687,36.7
2910,75,15,2025-06-02 11:00:00,8.187,1.462,0.9851,59.5
